"孙广炜',",中国科学院大连化学物理研究所,辽宁省,组织工程,辽宁省大连市沙河口区中山路457号
"孙建富',",大连海洋大学,辽宁省,水产品市场与水产品营销,辽宁省大连市沙河口区黑石礁街52号
"孙野青',",大连海事大学,辽宁省,生物化学,辽宁省大连市凌海路1号
"谭成玉',",大连海洋大学,辽宁省,海洋资源利用,辽宁省大连市沙河口区黑石礁街52号
"谭克非',",辽宁省海洋水产科学研究院,辽宁省,海洋渔业,辽宁省大连市沙河口区黑石礁街50号
"谭明乾',",中国科学院大连化学物理研究所,辽宁省,标记物合成化学,辽宁省大连市沙河口区中山路457号
"汤勇',",大连海洋大学,辽宁省,水声学,辽宁省大连市沙河口区黑石礁街52号
"汪秋宽',",大连海洋大学,辽宁省,水产品加工及贮藏工程,辽宁省大连市沙河口区黑石礁街52号
"王晨祥',",大连海事大学,辽宁省,海上输送系统科学,辽宁省大连市凌海路1号
"王国仁',",东北大学,辽宁省,可再生能源与应用机电技术,辽宁省沈阳市和平区文化路三巷11号
"王健国',",国家海洋环境监测中心,辽宁省,海洋环境规划与保护技术,辽宁省大连市沙河口区凌河街42号
"王菊英',",国家海洋环境监测中心,辽宁省,海洋环境规划与保护技术,辽宁省大连市沙河口区凌河街42号
"王立俊',",国家海洋环境监测中心,辽宁省,海洋外来生物影响研究,辽宁省大连市沙河口区凌河街42号
"王年斌',",辽宁省海洋水产科学研究院,辽宁省,海洋生态环境保护,辽宁省大连市沙河口区黑石礁街50号
"王晓辉',",中国科学院沈阳自动化研究所,辽宁省,水下机器人技术,辽宁省沈阳市沈河区南塔街114号
"王玉广',",国家海洋环境监测中心,辽宁省,海岸与海洋地质地貌,辽宁省大连市沙河口区凌河街42号
"温泉',",国家海洋环境监测中心,辽宁省,海洋环境管理,辽宁省大连市沙河口区凌河街42号
"文武',",国家海洋环境监测中心,辽宁省,海洋工程,辽宁省大连市沙河口区凌河街42号
"吴冠',",国家海洋环境监测中心,辽宁省,物理海洋,辽宁省大连市沙河口区凌河街42号
"肖玉仲',",国家海洋环境监测中心,辽宁省,海洋地质、海洋环境保护,辽宁省大连市沙河口区凌河街42号
"徐恒振',",国家海洋环境监测中心,辽宁省,海洋环境监测技术研究,辽宁省大连市沙河口区凌河街42号
"徐云鹏',",中国科学院大连化学物理研究所,辽宁省,海洋化学,辽宁省大连市沙河口区中山路457号
"薛松',",中国科学院大连化学物理研究所,辽宁省,海洋生物能源,辽宁省大连市沙河口区中山路457号
"闫启仑',",国家海洋环境监测中心,辽宁省,海洋生物生态,辽宁省大连市沙河口区凌河街42号
"姚子伟',",国家海洋环境监测中心,辽宁省,环境科学、海洋监测,辽宁省大连市沙河口区凌河街42号
"于红',",大连海洋大学,辽宁省,数据挖掘,辽宁省大连市沙河口区黑石礁街52号
"于炜婷',",中国科学院大连化学物理研究所,辽宁省,生物医用材料工程领域,辽宁省大连市沙河口区中山路457号
"于永海',",国家海洋环境监测中心,辽宁省,海洋管理,辽宁省大连市沙河口区凌河街42号
"袁秀堂',",国家海洋环境监测中心,辽宁省,海洋资源恢复及环境修复,辽宁省大连市沙河口区凌河街42号
"张艾群',",中国科学院沈阳自动化研究所,辽宁省,水下机器人技术,辽宁省沈阳市沈河区南塔街114号
"张付云',",大连海洋大学,辽宁省,海洋生物资源综合利用,辽宁省大连市沙河口区黑石礁街52号
"张国琛',",大连海洋大学,辽宁省,水产品加工与贮藏工程,辽宁省大连市沙河口区黑石礁街52号
"张洪朋',",大连海事大学,辽宁省,轮机工程,辽宁省大连市凌海路1号
"张维英',",大连海洋大学,辽宁省,集装箱运输优化调度,辽宁省大连市沙河口区黑石礁街52号
"张永华',",国家海洋环境监测中心,辽宁省,海域管理,辽宁省大连市沙河口区凌河街42号
"张振冬',",国家海洋环境监测中心,辽宁省,海洋生态学,辽宁省大连市沙河口区凌河街42号
"张志锋',",国家海洋环境监测中心,辽宁省,海洋环境质量监测评价,辽宁省大连市沙河口区凌河街42号
"赵冬至',",国家海洋环境监测中心,辽宁省,海洋遥感与GIS应用,辽宁省大连市沙河口区凌河街42号
"赵建华',",国家海洋环境监测中心,辽宁省,海岸带遥感监测,辽宁省大连市沙河口区凌河街42号
"赵前程',",大连海洋大学,辽宁省,水产品精深加工与副产物综合利用,辽宁省大连市沙河口区黑石礁街52号
"赵全民',",国家海洋环境监测中心,辽宁省,海域使用权价值评估与有偿使用,辽宁省大连市沙河口区凌河街42号
"赵文',",大连海洋大学,辽宁省,海洋生态学,辽宁省大连市沙河口区黑石礁街52号
"赵小明',",中国科学院大连化学物理研究所,辽宁省,植物糖生物学,辽宁省大连市沙河口区中山路457号
"郑艳娜',",大连海洋大学,辽宁省,港口海岸及近海工程,辽宁省大连市沙河口区黑石礁街52号
"周玮',",大连海洋大学,辽宁省,水产养殖学,辽宁省大连市沙河口区黑石礁街52号
"周一兵',",大连海洋大学,辽宁省,海洋生物学与底栖动物学,辽宁省大连市沙河口区黑石礁街52号
"周志民',",中国船舶重工集团公司第七六〇研究所,辽宁省,海洋技术,辽宁省大连市中山区海滨街14号
"周遵春',",辽宁省海洋水产科学研究院,辽宁省,生态健康养殖,辽宁省大连市沙河口区黑石礁街50号
"包振民',",中国海洋大学,山东省,海洋生物遗传学与育种,山东省青岛市松岭路238号
"丁德文',",自然资源部第一海洋研究所,山东省,海洋生态与管理,山东省青岛市崂山区仙霞岭路6号
"方国洪',",自然资源部第一海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市崂山区仙霞岭路6号
"冯士筰',",中国海洋大学,山东省,物理海洋和环境海洋,山东省青岛市松岭路238号
"管华诗',",中国海洋大学,山东省,海洋药物与生物功能制品的研究与开发,山东省青岛市松岭路238号
"侯保荣',",中国科学院海洋研究所,山东省,海洋化学,山东省青岛市南海路7号
"胡敦欣',",中国科学院海洋研究所,山东省,物理海洋，海洋水文,山东省青岛市南海路7号
"雷霁霖',",中国水产科学院黄海水产研究所,山东省,水产养殖,暂无
"李华军',",中国海洋大学,山东省,海洋工程结构动力分析,山东省青岛市松岭路238号
"李庆忠',",中国海洋大学,山东省,石油勘探,山东省青岛市松岭路238号
"刘鸿亮',",中国海洋大学,山东省,环境工程,山东省青岛市松岭路238号
"麦康森',",中国海洋大学,山东省,动物营养与饲料学,山东省青岛市松岭路238号
"宋微波',",中国海洋大学,山东省,原生生物学,山东省青岛市松岭路238号
"唐启升',",中国水产科学院黄海水产研究所,山东省,海洋渔业,山东省青岛市南京路106号
"文圣常',",中国海洋大学,山东省,海浪理论和应用研究,山东省青岛市松岭路238号
"吴立新',",中国海洋大学,山东省,物理海洋,山东省青岛市松岭路238号
"张福绥',",中国科学院海洋研究所,山东省,水产养殖,暂无
"张国伟',",中国海洋大学,山东省,地质,山东省青岛市松岭路238号
"毕建强',",自然资源部北海局,山东省,海洋物探,山东省青岛崂山区云岭路27号
"卜文瑞',",自然资源部第一海洋研究所,山东省,地球化学,山东省青岛市崂山区仙霞岭路6号
"蔡德泉',",威海市渔业技术推广站,山东省,海域管理,山东省威海市观海东路140号
"曹丛华',",自然资源部北海局,山东省,海洋观测预报,山东省青岛崂山区云岭路27号
"曹建亭',",山东省潍坊市海洋环境检测中心站,山东省,海洋管理,山东省潍坊市寒亭区中国食品谷食品大街1号
"曹振杰',",山东省淡水渔业研究院,山东省,科研管理及海洋公益专项研究,山东省济南市历下区解放路162号
"陈长贵',",中诚国际海洋工程勘察设计有限公司,山东省,港口与航道,山东省青岛市崂山区海尔路176号
"陈国明',",中国石油大学（华东）,山东省,海洋石油工程,山东省青岛市黄岛区长江西路66号
"陈颢',",自然资源部第一海洋研究所,山东省,海洋天然产物,山东省青岛市崂山区仙霞岭路6号
"陈锦年',",中国科学院海洋研究所,山东省,水电设备,山东省青岛市南海路7号
"陈尚',",中韩海洋科学共同研究中心,山东省,海洋生态,山东省青岛市崂山区仙霞岭路6号
"陈将',",自然资源部第一海洋研究所,山东省,海洋生态评价与管理　,山东省青岛市崂山区仙霞岭路6号
"陈世哲',",山东省科学院海洋仪器仪表研究所,山东省,海洋环境监测技术领域,山东省青岛浙江路28号
"陈述江',",山东省淡水渔业研究院,山东省,海洋与渔业研究,山东省济南市历下区解放路162号
"陈有光',",山东省淡水渔业研究院,山东省,水产养殖及设施渔业,山东省济南市历下区解放路162号
"陈志华',",自然资源部第一海洋研究所,山东省,极地海洋地质,青岛市崂山区仙霞岭路6号
"程振波',",自然资源部第一海洋研究所,山东省,海洋地质学及微体古生物学,山东省青岛市崂山区仙霞岭路6号
"丛杭军',",山东省水产设计院,山东省,水产养殖,山东省济南市解放路162号
"丛日祥',",莱山区海洋与渔业局渔业海洋站,山东省,水产养殖,山东省烟台市莱山区迎春大街172号
"崔国平',",山东省海洋资源与环境研究院,山东省,渔业工程,山东省烟台市经济开发区长江路216号
"崔文林',",自然资源部北海局,山东省,海洋环境监测与评价,山东省青岛崂山区云岭路27号
"崔晓军',",自然资源部北海局,山东省,海洋行政执法,山东省青岛崂山区云岭路27号
"崔迎春',",自然资源部第一海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市崂山区仙霞岭路6号
"笪良龙',",海军潜艇学院,山东省,水声工程,山东省青岛市四方区大沙支路4号
"戴永寿',",中国石油大学（华东）,山东省,海洋环境监测与海洋信息处理,山东省青岛市黄岛区长江西路66号
"单俊伟',",青岛海大生物集团有限公司,山东省,海洋生物,山东省青岛市香港东路23号
"党宏月',",中国石油大学（华东）,山东省,海洋环境监测与海洋信息处理,山东省青岛市黄岛区长江西路66号
"丁瑞胜',",山东省水产设计院,山东省,海域测量,山东省济南市解放路162号
"丁永耀',",自然资源部第一海洋研究所,山东省,物理海洋，海洋水文,山东省青岛市崂山区仙霞岭路6号
"丁志习',",山东省海洋与渔业信息中心,山东省,信息工程,山东省济南市市中区舜耕路48号
"董济军',",山东省渔业技术推广站,山东省,水产养殖,山东省济南市解放路162号
"董双林',",中国海洋大学,山东省,水产养殖,山东省青岛市松岭路238号
"董顺乐',",中国海洋大学,山东省,固体材料的计算机模拟研究,山东省青岛市松岭路238号
"窦硕增',",中国科学院海洋研究所,山东省,海洋生态学,山东省青岛市南海路7号
"杜德文',",自然资源部第一海洋研究所,山东省,海底构造与海洋地球物理,山东省青岛市崂山区仙霞岭路6号
"杜立彬',",山东省科学院海洋仪器仪表研究所,山东省,投弃式剖面探测技术,山东省青岛浙江路28号
"杜敏',",中国海洋大学,山东省,海洋腐蚀研究,山东省青岛市松岭路238号
"杜若谦',",山东水产外经总公司,山东省,水产养殖,山东省济南市解放路162号
"杜涛',",中国海洋大学,山东省,中国海海洋内波,山东省青岛市松岭路238号
"段德麟',",中国科学院海洋研究所,山东省,海洋生物,山东省青岛市南海路7号
"段登选',",山东省淡水渔业研究院,山东省,水产养殖,山东省济南市历下区解放路162号
"段继周',",中国科学院海洋研究所,山东省,海洋腐蚀与防护,山东省青岛市南海路7号
"樊廷俊',",中国海洋大学,山东省,海洋动物细胞工程,山东省青岛市松岭路238号
"范德江',",中国海洋大学,山东省,海洋调查与监测,山东省青岛市松岭路238号
"范玉华',",中国海洋大学,山东省,配位化学及生物无机化学,山东省青岛市松岭路238号
"范植松',",中国海洋大学,山东省,物理海洋学,山东省青岛市松岭路238号
"方建光',",中国水产科学院黄海水产研究所,山东省,海洋生物生态学,山东省青岛市南京路106号
